,goods_id,article,name,url,regular_price,promo_price,amount,brand,store_id
633,256469,521832,"Конфеты Вдохновение мини десерты шоколадные, 165г",https://online.metro-cc.ru/products/vdohnovenie-shokoladnye-mini-deserty-165g,499.0,299,36,ВДОХНОВЕНИЕ,15
634,311607006,206091,"Шоколад Ritter Sport вафля-какао-мусс, 100г",https://online.metro-cc.ru/products/100g-shokolad-ritter-sport-vaflyakakao-muss,149.0,139,515,RITTER SPORT,15
635,386596,544642,"Шоколад Ritter Sport темный с мятой, 100г",https://online.metro-cc.ru/products/ritter-sport-temnyj-myata-100g,149.0,139,935,RITTER SPORT,15
636,236424,495289,"Шоколад Ritter Sport молочный ром-изюм-орех, 100г",https://online.metro-cc.ru/products/ritter-sport-molochnyj-rom-izyum-oreh-100g,149.0,139,1503,RITTER SPORT,15
637,469559,608178,"Мармелад Chupa Chups Мини трубочки жевательный с фруктовым вкусом, 150г",https://online.metro-cc.ru/products/marmelad-chupa-chups-mini-trubochki-s-fruktovym-vkusom-150g,172.0,-,99,CHUPA CHUPS,15
638,506042,632122,"Мармелад Fruittella Крутой микс жевательный, 70г",https://online.metro-cc.ru/products/marmelad-zhevatelnyj-fruttella-krutoj-miks-70g,83.9,-,207,FRUITTELLA,15
639,376008,535875,"Жевательная резинка Orbit White Bubblemint (13.6г x 10шт), 136г",https://online.metro-cc.ru/products/orbit-white-bubblemint-10-136g,329.0,-,189,ORBIT,15
640,656016,131673,"Леденцы Chupa Chups Кислорот, 12г x 100 шт",https://online.metro-cc.ru/products/12g-ledency-chupa-chups-kislorot-131673,799.0,-,24,CHUPA CHUPS,15
641,614504,120310,"Мини-сушки Семейка Озби с маком, 150г",https://online.metro-cc.ru/products/mini-s-makom-semejka-ozbi-150g,47.99,-,384,СЕМЕЙКА ОЗБИ,15
642,557511738,217994,"Печенье Leibniz сливочное фигурки животных, 125г",https://online.metro-cc.ru/products/125g-pechene-leibniz-slivochnoe-figurki-zhivotnyh,339.0,-,50,LEIBNIZ,15
643,574162332,218403,"Карамель Kdv Fructi Show желейная начинка ассорти, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-fructi-show-zheleynaya-nachinka-assorti,114.0,-,35,Без бренда,15
644,438605,584472,"Жевательная резинка Orbit White XXL Bubblemint, 20г",https://online.metro-cc.ru/products/orbit-xxl-white-bubblemint-204g-584472,57.9,-,739,ORBIT,15
645,381461649,207504,"aro Крендель с морской солью, 130г",https://online.metro-cc.ru/products/130g-krendel-aro-s-morskoy-solyu,34.99,-,330,ARO,15
646,421489,575136,"Леденцы Halls мёд с лимоном, 25г",https://online.metro-cc.ru/products/ledency-halls-myod-s-limonom-25g,37.0,32.9,1866,HALLS,15
647,556606,39480,"Конфеты Красный Октябрь Красный мак, 1кг",https://online.metro-cc.ru/products/krasnyj-mak-1000g,769.0,679,57,КРАСНЫЙ ОКТЯБРЬ,15
648,593803,112679,"Шоколад Milka клубника со сливками, 85г",https://online.metro-cc.ru/products/shokolad-milka-klubnika-so-slivkami-85g,109.0,-,1075,MILKA,15
649,513903,640530,"Палочки Деревенские Гренки с чесноком, 100г",https://online.metro-cc.ru/products/grenki-dobrynov-palochki-s-chesnokom-100-g,121.0,-,39,ДЕРЕВЕНСКИЕ ГРЕНКИ,15
650,574866,94343,"Жевательная резинка Mentos Pure White вкус Нежная мята, 16г",https://online.metro-cc.ru/products/art-94343,32.99,-,1514,MENTOS,15
651,566656,76591,"Жевательная резинка Mentos Pure fresh виноград, 54г",https://online.metro-cc.ru/products/mentos-pure-fresh-vinograd-54-g,149.0,-,208,MENTOS,15
652,217776101,203748,"Мармелад Sweetbox с игрушкой буба, 10г",https://online.metro-cc.ru/products/10g-marmelad-sweet-box-s-igrushkoy-buba,154.0,129,155,SWEETBOX,15
653,592069363,220616,"Конфеты Славянка Super step, 1кг",https://online.metro-cc.ru/products/1kg-konfety-super-step-slavyanka,439.0,-,78,СЛАВЯНКА,15
654,607471810,241916,Индейка сушеная Snacker 30г,https://online.metro-cc.ru/products/indeyka-sushenaya-snacker-30g,167.0,149,79,SNACKER,15
655,621967,122035,"Карамель Рот Фронт клубника со сливками, 250г",https://online.metro-cc.ru/products/250g-karamel-rot-front-klubnika-so-slivkami,121.0,-,175,РОТ ФРОНТ,15
656,199422,469136,"Жевательная резинка Dirol Арбузно-дынный коктейль, 14г",https://online.metro-cc.ru/products/dirol-arbuzno-dynnyj-koktejl-136g-469136,34.49,24.9,351,DIROL,15
657,497381,627064,"Пряники Сладкие гостинцы со вкусом сгущенного молока, 1кг",https://online.metro-cc.ru/products/sladkie-gostincy-so-vkusom-sguschenogo-moloka-1kg,319.0,299,81,СЛАДКИЕ ГОСТИНЦЫ,15
658,412412,567224,"Шоколад Bucheron горький с миндалем, клюквой и фисташками 72% какао, 100г",https://online.metro-cc.ru/products/bucheron-gorkij-s-mindalem-klyukvoj-fistashkami-72-kakao-100g,249.0,199,129,BUCHERON,15
659,566596,76590,"Жевательная резинка Mentos Pure fresh арбуз, 54г",https://online.metro-cc.ru/products/mentos-pure-fresh-arbuz-54g,149.0,-,142,MENTOS,15
660,218245,407344,"Карамель Рот Фронт Гусиные лапки, 250г",https://online.metro-cc.ru/products/250g-karamel-gusinye-lapki,139.0,-,171,РОТ ФРОНТ,15
661,607345040,237498,"Конфеты Sarotti Tiamo Truffle ассорти с алкоголем, 200г",https://online.metro-cc.ru/products/200g-konfety-sarotti-tiamo-truffle-assorti-s-alkogolem,1099.0,-,6,SAROTTI,15
662,9822864,136176,"Шоколад Степ с начинкой Арахис и карамель, 90г",https://online.metro-cc.ru/products/90g-shokolad-step-s-nachinkoy-arahis-i-karamel,73.9,-,145,СТЕП,15
663,421668,576911,"Мармелад Fruittella Медвежата, 150г",https://online.metro-cc.ru/products/marmelad-fruittella-medvezhata-150g,128.0,-,85,FRUITTELLA,15
664,386675,545051,"Печенье Oreo шоколадное, 38г",https://online.metro-cc.ru/products/shokoladnoe-oreo-38g,37.9,-,266,OREO,15
665,199107,415212,"Драже Tic Tac Мята, 16г",https://online.metro-cc.ru/products/drazhe-tic-tac-reg-so-vkusom-myaty-16g,68.9,-,706,TIC TAC,15
666,553612,59538,"Жевательная резинка Mentos Ролл Минт, 16г",https://online.metro-cc.ru/products/mentos-pure-fresh-svezhaya-myata-155g-59538,32.99,-,698,MENTOS,15
667,402599,558268,"Чипсы Хрустящий картофель со вкусом сметаны и лука, 160г",https://online.metro-cc.ru/products/160g-hrust-kart-sm-luk,136.0,-,86,ХРУСТЯЩИЙ КАРТОФЕЛЬ,15
